PIERCE ATWOOD LLP | ME | PORTLAND | 010190452
MERCER TRUST COMPANY LLC | MA | BOSTON | 852621954
ALLIANCEBERNSTEIN L.P. | NY | WHITE PLAINS | 852758350
JPMORGAN CHASE BANK, N.A. MAS FLEXIBLE ALLOCATION CORP CREDIT | NY | NEW YORK | 852875501
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 852903213
XPO LOGISTICS, INC. | OR | PORTLAND | 853038605
WELLINGTON TRUST COMPANY, NA | MA | BOSTON | 853051094
WEBCO GROUP HOLDINGS, INC. | KS | OLATHE | 853181325
SEI TRUST COMPANY | PA | OAKS | 853199856
SCHUSTERMAN INTERESTS, LLC | OK | TULSA | 853282808
EIMFL LLC | FL | WEST PALM BEACH | 853352943
INVESCO MULTI-SERIES FUNDS II, LLC | GA | ATLANTA | 853357652
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853455648
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853455901
HARBOR TRUST COMPANY, INC. | IL | CHICAGO | 853516860
PUTNAM FIDUCIARY TRUST COMPANY LLC | MA | BOSTON | 853582370
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 853660421
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853749815
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853749885
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853759384
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853759562
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853785769
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853785807
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853799936
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853799999
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853816960
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853817417
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853840784
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853840961
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853856926
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853857000
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853864341
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853864657
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853892990
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853893052
GOLDMAN SACHS TRUST COMPANY, N.A. | NJ | JERSEY CITY | 853895732
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853898297
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 853898456
BAKELITE US HOLDCO, INC. | GA | ATLANTA | 853951845
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 853975085
USN OPCO, LLC | AZ | TEMPE | 853975194
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 853992542
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 854031707
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 854059482
RPS SMARTCOURSE CONSERVATIVE | SD | SIOUX FALLS | 854150634
RPS SMARTCOURSE BALANCED | SD | SIOUX FALLS | 854161746
RPS SMARTCOURSE GROWTH | SD | SIOUX FALLS | 854184642
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 854315981
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 854322239
JOHN HANCOCK TRUST COMPANY COLLECTIVE INVESTMENT TRUST | MA | BOSTON | 856153745
COMERICA BANK & TRUST, NATIONAL ASSOCIATION | MI | DETROIT | 856285527
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 856306630
BENEFIT TRUST COMPANY | KS | OVERLAND PARK | 856364788
RELIANCE TRUST COMPANY | GA | ATLANTA | 856426434
COMERICA BANK & TRUST, NATIONAL ASSOCIATION | MI | DETROIT | 856492895
BOSTON TRUST WALDEN COMPANY | MA | BOSTON | 856529039
NORTHERN TRUST INVESTMENTS, INC. | IL | CHICAGO | 856560792
RELIANCE TRUST COMPANY | GA | ATLANTA | 856583087
PRUDENTIAL TRUST COMPANY | NJ | NEWARK | 856753878
SEI TRUST COMPANY | PA | OAKS | 856766855
SNELL & WILMER L.L.P. | AZ | PHOENIX | 860089731
LEWIS ROCA ROTHGERBER CHRISTIE LLP | AZ | PHOENIX | 860095078
THE CAPITAL GROUP COMPANIES, INC. | CA | LOS ANGELES | 860206507
EFLOA GUL GROUP INSURANCE ARRANGEMENT | NY | SYRACUSE | 860222062
FENNEMORE CRAIG, P.C. | AZ | PHOENIX | 860293128
RINCON RESEARCH CORPORATION | AZ | TUCSON | 860465180
GALLAGHER & KENNEDY, P.A | AZ | PHOENIX | 860489397
GUST ROSENFELD P.L.C. | AZ | PHOENIX | 860688020
PINNACLE WEST CAPITAL CORPORATION | AZ | PHOENIX | 860748214
OSBORN MALEDON, P.A. | AZ | PHOENIX | 860789930
ARIZONA PULMONARY SPECIALISTS, LTD. | AZ | SCOTTSDALE | 860831961
MONDRIAN INVESTMENT GROUP US, INC. | DE | WILMINGTON | 861120395
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 861182766
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861246908
PRUDENTIAL TRUST COMPANY | NJ | NEWARK | 861309322
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861317740
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861382454
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861468423
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861481012
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861583137
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861625485
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861625772
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 861658048
WASHINGTON CAPITAL MANAGEMENT, INC. | WA | SEATTLE | 861680526
MONDRIAN INVESTMENT GROUP US, INC. | DE | WILMINGTON | 861718364
WILMINGTON TRUST, NATIONAL ASSOCIATION | DE | WILMINGTON | 861758580
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 861788946
PRUDENTIAL TRUST COMPANY | NJ | NEWARK | 861791757
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 861819869
PRUDENTIAL TRUST COMPANY | NJ | NEWARK | 861820589
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 861846156
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 861876640
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 861899009
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861922600
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 861925030
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 861959749
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861965666
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861966025
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 861985375
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861997298
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 861997523
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 862012004
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 862016614
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 862037604
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 862128340
SEI TRUST COMPANY | PA | OAKS | 862356057
SEI TRUST COMPANY | PA | OAKS | 862390893
SEI TRUST COMPANY | PA | OAKS | 863284930
WELLINGTON TRUST COMPANY, NA | MA | BOSTON | 863309794
WASHINGTON CAPITAL MANAGEMENT, INC. | WA | SEATTLE | 863454983
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 863734775
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 863745688
INTELLICENTS MODERATELY CONSERVATIVE CIF | SD | SIOUX FALLS | 863883297
INTELLICENTS MODERATELY AGGRESSIVE CIF | SD | SIOUX FALLS | 863914399
INTELLICENTS MODERATE CIF | SD | SIOUX FALLS | 863956341
INTELLICENTS CONSERVATIVE CIF | SD | SIOUX FALLS | 863974282
UBS ASSET MANAGEMENT TRUST COMPANY | IL | CHICAGO | 866327778
UBS ASSET MANAGEMENT TRUST COMPANY | IL | CHICAGO | 866327779
GLOBAL TRUST COMPANY | MA | WOBURN | 866497312
GLOBAL TRUST COMPANY | MA | WOBURN | 866499913
COMERICA BANK & TRUST, NATIONAL ASSOCIATION | MI | DETROIT | 866579733
PRYSMIAN CABLES AND SYS USA, LLC | KY | HIGHLAND HEIGHTS | 866618775
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 866632044
WW GRAINGER INC | IL | LAKE FOREST | 866746935
GLOBAL TRUST COMPANY | MA | WOBURN | 866787221
SNOW, CHRISTENSEN, & MARTINEAU | UT | SALT LAKE CITY | 870298631
UTAH EMERGENCY PHYSICIANS, P.C. | UT | SALT LAKE CITY | 870301301
PARR BROWN GEE & LOVELESS, A PROFESSIONAL CORPORATION | UT | SALT LAKE CITY | 870307691
WASATCH ADVISORS, LP | UT | SALT LAKE CITY | 870319391
DESERET GENERATION & TRANSMISSION | UT | SOUTH JORDAN | 870350540
RAY QUINNEY & NEBEKER P.C. | UT | SALT LAKE CITY | 870350651
KIRTON MCCONKIE | UT | SALT LAKE CITY | 870375296
INTERMOUNTAIN POWER SERVICE CORPORATION | UT | DELTA | 870388573
DENTONS DURHAM JONES PINEGAR | UT | SALT LAKE CITY | 870399832
WORKMAN NYDEGGER, P.C. | UT | SALT LAKE CITY | 870406877
HUNTSMAN INTERNATIONAL LLC | TX | THE WOODLANDS | 870630358
ENI US OPERATING CO. INC. | TX | HOUSTON | 870715446
INTELLICENTS AGGRESSIVE CIF | SD | SIOUX FALLS | 870860881
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871035812
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871035932
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871053383
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871054299
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871081115
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871081397
PRINCIPAL GLOBAL INVESTORS TRUST COMPANY | OR | PORTLAND | 871084427
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871102204
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871102365
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871103620
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871130439
MERCER TRUST COMPANY LLC | MA | BOSTON | 871321612
CBOE VEST CONSERVATIVE BUFFER 20 FUND | SD | SIOUX FALLS | 871462044
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871467186
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 871650899
SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP | CA | PASADENA | 871707526
SEI TRUST COMPANY | PA | OAKS | 871717990
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 871770315
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 871809893
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 871854339
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 871901428
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871907978
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 871908083
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 871921670
TK ELEVATOR CORPORATION | GA | ATLANTA | 871965050
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 872073129
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 872111590
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 872209420
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 872249993
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 872266418
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 872295015
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 872323648
AT - T. ROWE PRICE LARGE CAP GROWTH TRUST | SD | SIOUX FALLS | 872326243
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 872344639
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 872366141
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 872403217
PRINCIPAL GLOBAL INVESTORS TRUST COMPANY | OR | PORTLAND | 872436130
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 872530513
WASHINGTON CAPITAL MANAGEMENT, INC. | WA | SEATTLE | 872580443
AMERIPRISE TRUST COMPANY | MN | MINNEAPOLIS | 872656112
FEDEX CORPORATION | TN | MEMPHIS | 872808374
SEI TRUST COMPANY | PA | OAKS | 872853207
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 872923598
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 873119438
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 873119814
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 873130183
ONEASCENT TARGET RETIREMENT 2060 FUND | SD | SIOUX FALLS | 873186943
CONSTELLIUM ROLLED PRODUCTS MASTER RETIREMENT TRUST | WV | RAVENSWOOD | 873205078
MERCER TRUST COMPANY LLC | MA | BOSTON | 873206185
NORTHEND ASSOCIATES LLC | OK | TULSA | 873598906
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 873643015
GOLDMAN SACHS TRUST COMPANY, N.A. | NJ | JERSEY CITY | 873738069
AON INVESTMENTS USA, INC. | IL | CHICAGO | 873885623
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 874043502
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 874167017
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 874772759
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 874773586
THE COCA-COLA COMPANY | GA | ATLANTA | 876272550
BENEFIT TRUST COMPANY | KS | OVERLAND PARK | 876383971
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 876418227
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 876420194
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 876426815
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 876429754
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 876432239
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 876436148
AVANGRID MANAGEMENT COMPANY, LLC | CT | ORANGE | 876481388
BENEFIT TRUST COMPANY | KS | OVERLAND PARK | 876519065
SEI TRUST COMPANY | PA | OAKS | 876629064
BENEFIT TRUST COMPANY | KS | OVERLAND PARK | 876914227
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 877027268
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 877030296
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 877035538
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 877039453
MCDONALD CARANO LLP | NV | RENO | 880074283
NV ENERGY, INC. | NV | RENO | 880198358
NATIONAL ASSOCIATION OF HOME BUILDERS OF THE U.S | DC | WASHINGTON | 880359303
SEI TRUST COMPANY | PA | OAKS | 881328306
AMERICAN AGGRESSIVE ALLOCATION FUND | SD | SIOUX FALLS | 881329967
AMERICAN CONSERVATIVE ALLOCATION FUND | SD | SIOUX FALLS | 881370364
AMERICAN MODERATE ALLOCATION FUND | SD | SIOUX FALLS | 881393866
AMERICAN INNOVATION | SD | SIOUX FALLS | 881455698
WASHINGTON CAPITAL MANAGEMENT, INC. | WA | SEATTLE | 881496790
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 881537005
SEI TRUST COMPANY | PA | OAKS | 881629366
WARNER BROS. DISCOVERY, INC. | NY | NEW YORK | 881660993
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 881962166
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 882384525
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 882478228
FEDEX CORPOATION | TN | MEMPHIS | 883493140
FEDEX CORPORATION | TN | MEMPHIS | 883518257
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 886095930
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 886098744
COMERICA BANK & TRUST, NATIONAL ASSOCIATION | MI | DETROIT | 886288280
UNITED AIRLINES, INC. | TX | HOUSTON | 900134602
UNITED AIRLINES, INC. | IL | CHICAGO | 900166428
EMORY HEALTHCARE, INC | GA | ATLANTA | 900180674
ASSOCIATED TRUST COMPANY, N.A. | WI | NEENAH | 900186734
EQUITABLE HOLDINGS, INC | NY | SYRACUSE | 900226248
WATERMARK ESTATE MANAGEMENT SERVICES, LLC | WA | KIRKLAND | 900291946
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900329385
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900329389
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900329393
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900329394
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 900337987
MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY | MA | SPRINGFIELD | 900342299
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 900358558
BOMBARDIER AEROSPACE (HOLDINGS) USA INC. |  |  | 900484220
AMALGAMATED BANK | NY | NEW YORK | 900533698
THE BANK OF NEW YORK MELLON | PA | PITTSBURGH | 900610607
SIDLEY AUSTIN LLP | IL | CHICAGO | 900619567
ULLICO INVESTMENT ADVISORS INC | MD | SILVER SPRING | 900622302
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 900634297
ENTRUST GLOBAL PARTNERS OFFSHORE LP | NY | NEW YORK | 900644478
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 900711896
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 900711972
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 900712022
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900735883
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900735891
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900735899
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900735963
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900735964
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900735965
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900735971
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900735972
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900735976
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 900735978
MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY | MA | SPRINGFIELD | 900779283
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 900815478
THE MOSAIC COMPANY | FL | TAMPA | 900858159
MONDELEZ GLOBAL LLC | IL | CHICAGO | 900885649
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 900893620
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 900895200
FIERA CAPITAL INC. | NY | NEW YORK | 900947943
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 901019142
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 901020552
XCEL ENERGY INC | MN | MINNEAPOLIS | 901071182
FCA US LLC | MI | AUBURN HILLS | 901076853
BMW OF NORTH AMERICA, LLC | NJ | WESTWOOD | 901504377
SMITHFIELD FOODS, INC. | VA | SMITHFIELD | 901504662
CONAGRA BRANDS, INC. | IL | CHICAGO | 906036918
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 906041595
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083953
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083967
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083968
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083969
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083970
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083972
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083973
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083974
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083975
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083976
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083977
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083978
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083979
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083980
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083981
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083982
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083983
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 906083984
WELLINGTON TRUST COMPANY, NA | MA | BOSTON | 906110062
FIDUCIARY TRUST INTERNATIONAL OF THE SOUTH | FL | CORAL GABLES | 906149946
SEI TRUST COMPANY | PA | OAKS | 906153906
SEI TRUST COMPANY | PA | OAKS | 906153908
THE NORTHERN TRUST COMPANY | GA | ATLANTA | 906169542
GLOBAL TRUST COMPANY | MA | WOBURN | 906194032
EATON VANCE TRUST COMPANY | IL | CHICAGO | 906219358
GLOBAL TRUST COMPANY | MA | WOBURN | 906240599
MOSS ADAMS LLP | WA | SEATTLE | 910189318
WILLIAMS, KASTNER AND GIBBS, PLLC | WA | SEATTLE | 910208860
GOODFELLOW BROS., LLC | WA | WENATCHEE | 910236810
OGDEN MURPHY WALLACE, PLLC | WA | SEATTLE | 910344327
PUGET SOUND ENERGY, INC. | WA | BELLEVUE | 910374630
RYAN, SWANSON & CLEVELAND, PLLC | WA | SEATTLE | 910392954
THE BOEING CO. AND CONSOLIDATED SUBSIDIARIES | WA | SEATTLE | 910425694
AVISTA CORPORATION | WA | SPOKANE | 910462470
KELLER ROHRBACK L.L.P. | WA | SEATTLE | 910563405
PERKINS COIE LLP | WA | SEATTLE | 910591206
MICHELSEN PACKAGING COMPANY | WA | YAKIMA | 910598777
MILLIMAN, INC. | WA | SEATTLE | 910675641
ZIDELL MARINE CORPORATION | OR | PORTLAND | 910713057
SYMETRA LIFE INSURANCE COMPANY | WA | BELLEVUE | 910742147
LAKESIDE INDUSTRIES, INC. | WA | ISSAQUAH | 910751657
GLY CONSTRUCTION, INC. | WA | BELLEVUE | 910817919
DAVIS WRIGHT TREMAINE LLP | WA | SEATTLE | 910839480
GORDON THOMAS HONEYWELL, LLP | WA | TACOMA | 910861866
COLUMBIA SURGICAL SPECIALISTS | WA | SPOKANE | 910867604
FOSTER GARVEY PC | WA | SEATTLE | 910876461
KARR TUTTLE CAMPBELL, P.S. | WA | SEATTLE | 911006438
ABX AIR, INC. | OH | WILMINGTON | 911091619
RUSSELL INVESTMENTS TRUST COMPANY | WA | SEATTLE | 911117282
MICROSOFT CORPORATION | WA | REDMOND | 911144442
WASHINGTON CAPITAL MANAGEMENT, INC. | WA | SEATTLE | 911163419
PORT BLAKELY TREE FARMS LIMITED PARTNERSHIP | WA | SEATTLE | 911289012
GROUP HEALTH AND WELFARE PLAN FOR THE EES OF WHG III | WA | KIRKLAND | 911307932
STOKES LAWRENCE, P.S. | WA | SEATTLE | 911318835
RICK STEVES' EUROPE, INC. | WA | EDMONDS | 911380831
BOARD OF TRUSTEES, GROUP INV TRUST OF THE CARPENTERS | WA | SEATTLE | 911471499
SHELTER PRODUCTS, INC. | OR | MILWAUKIE | 911827267
WASHINGTON PERMANENTE MEDICAL GROUP, P.C. | WA | RENTON | 911841629
RADIA INC., P.S. | WA | LYNNWOOD | 911853574
THE AURRAY GROUP, INC | CA | SAN FRANCISCO | 911875960
NORTHWESTERN MEMORIAL HOSPITAL | IL | CHICAGO | 911941761
SEATTLE TIMES COMPANY | WA | SEATTLE | 912080474
INVESCO TRUST COMPANY | GA | ATLANTA | 912136270
VALVE CORPORATION | WA | BELLEVUE | 912184416
PEMCO MUTUAL INSURANCE COMPANY | WA | SEATTLE | 916028851
ALASKA AIRLINES, INC. | WA | SEATTLE | 920009235
ALYESKA PIPELINE SERVICE COMPANY | AK | ANCHORAGE | 920039154
ALASKA POWER AND TELEPHONE COMPANY | WA | PORT TOWNSEND | 920153693
SEI TRUST COMPANY | PA | OAKS | 920237855
SEI TRUST COMPANY | PA | OAKS | 920271646
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 920285683
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 920307615
ALTA TRUST SHORT TERM INVESTMENT FUND | SD | SIOUX FALLS | 920398350
AMALGAMATED BANK | NY | NEW YORK | 920747061
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 920777095
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 920806099
AMERICAN TRUST COMPANY | TN | CORDOVA | 922348703
MICHELIN NORTH AMERICA, INC. C/O RETIREMENT MANAGER | SC | GREENVILLE | 926074864
PIONEER TRUST BANK, N.A. | OR | SALEM | 930208010
STANDARD INSURANCE COMPANY | OR | PORTLAND | 930242990
